Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
2026-06-09,3.832,3.832,3.832,3.832,-0.275,-6.70%,3,0
2026-06-08,3.56,4.2,3.36,4.107,-0.137,-3.23%,18,137
2026-06-05,4.403,4.403,3.916,4.244,-2.785,-39.62%,9,133
2026-06-04,7.029,7.029,7.029,7.029,-0.029,-0.41%,0,136
2026-06-03,7.058,7.058,7.058,7.058,-1.42,-16.75%,0,136
2026-06-02,8.405,8.478,8.405,8.478,0.071,+0.84%,1,136
2026-06-01,8.407,8.407,8.407,8.407,-0.521,-5.84%,3,135
2026-05-29,8.6,8.928,8.5,8.928,-0.147,-1.62%,3,135
2026-05-28,9.075,9.075,9.075,9.075,0.7,+8.36%,0,132
2026-05-27,8.375,8.375,8.375,8.375,-1.394,-14.27%,0,132
2026-05-26,9.769,9.769,9.769,9.769,0.092,+0.95%,0,132
2026-05-22,9.677,9.677,9.677,9.677,-0.636,-6.17%,0,132
2026-05-21,10.313,10.313,10.313,10.313,0.383,+3.86%,131,132
2026-05-20,9.93,9.93,9.93,9.93,0.427,+4.49%,0,132
2026-05-19,9.503,9.503,9.503,9.503,-1.846,-16.27%,131,132
2026-05-18,11.349,11.349,11.349,11.349,-0.216,-1.87%,131,132
2026-05-15,11.565,11.565,11.565,11.565,-6.241,-35.05%,0,1
2026-05-14,17.806,17.806,17.806,17.806,-3.933,-18.09%,0,1
2026-05-13,21.739,21.739,21.739,21.739,3.508,+19.24%,0,1
2026-05-12,20,20,18.231,18.231,-0.472,-2.52%,2,1
2026-05-11,18.703,18.703,18.703,18.703,4.691,+33.48%,0,3
2026-05-08,14.012,14.012,14.012,14.012,0.549,+4.08%,0,3
2026-05-07,13.463,13.463,13.463,13.463,2.423,+21.95%,0,3
2026-05-06,11.04,11.04,11.04,11.04,2.693,+32.26%,0,3
2026-05-05,8.347,8.347,8.347,8.347,-0.137,-1.61%,0,3
2026-05-04,8.484,8.484,8.484,8.484,-1.941,-18.62%,0,3
2026-05-01,10.425,10.425,10.425,10.425,1.681,+19.22%,0,3
2026-04-30,8.744,8.744,8.744,8.744,1.228,+16.34%,0,3
2026-04-29,7.516,7.516,7.516,7.516,-1.273,-14.48%,0,3
2026-04-28,8.789,8.789,8.789,8.789,-1.309,-12.96%,0,3
