Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
2026-06-09,0.702,0.702,0.702,0.702,-0.236,-25.16%,0,425
2026-06-08,0.925,0.938,0.925,0.938,-0.095,-9.20%,4,425
2026-06-05,1.033,1.033,1.033,1.033,-0.646,-38.48%,0,422
2026-06-04,1.679,1.679,1.679,1.679,-0.145,-7.95%,36,422
2026-06-03,1.9,1.9,1.8,1.824,-0.428,-19.01%,29,386
2026-06-02,2.252,2.252,2.252,2.252,0.034,+1.53%,34,359
2026-06-01,2.218,2.218,2.218,2.218,-0.268,-10.78%,0,325
2026-05-29,2.6,2.6,2.486,2.486,-0.079,-3.08%,19,325
2026-05-28,2.565,2.565,2.565,2.565,0.187,+7.86%,0,306
2026-05-27,2.378,2.378,2.378,2.378,-0.684,-22.34%,0,306
2026-05-26,2.9,3.062,2.9,3.062,-0.041,-1.32%,28,306
2026-05-22,3.103,3.103,3.103,3.103,-0.259,-7.70%,23,278
2026-05-21,3.362,3.362,3.362,3.362,0.089,+2.72%,2,266
2026-05-20,2.96,3.273,2.96,3.273,0.067,+2.09%,2,266
2026-05-19,3.206,3.206,3.206,3.206,-0.566,-15.01%,1,264
2026-05-18,4.297,4.297,3.772,3.772,-0.539,-12.50%,36,264
2026-05-15,4,4.311,4,4.311,-2.783,-39.23%,10,264
2026-05-14,7.094,7.094,7.094,7.094,-2.647,-27.17%,0,269
2026-05-13,9.5,9.741,9.3,9.741,2.354,+31.87%,121,269
2026-05-12,7.387,7.387,7.387,7.387,-0.525,-6.64%,0,204
2026-05-11,7.912,7.912,7.912,7.912,2.707,+52.01%,32,204
2026-05-08,5.205,5.205,5.205,5.205,0.203,+4.06%,12,204
2026-05-07,5.002,5.002,5.002,5.002,1.263,+33.78%,14,192
2026-05-06,3.739,3.739,3.739,3.739,0.936,+33.39%,0,183
2026-05-05,2.803,2.803,2.803,2.803,-0.032,-1.13%,0,183
2026-05-04,2.835,2.835,2.835,2.835,-0.604,-17.56%,0,183
2026-05-01,3.439,3.439,3.439,3.439,0.856,+33.14%,0,183
2026-04-30,2.583,2.583,2.583,2.583,0.306,+13.44%,40,183
2026-04-29,2.277,2.277,2.277,2.277,-0.371,-14.01%,100,143
2026-04-28,2.648,2.648,2.648,2.648,-0.69,-20.67%,0,43
2026-04-27,3.338,3.338,3.338,3.338,-0.593,-15.09%,0,43
2026-04-24,3.931,3.931,3.931,3.931,-0.194,-4.70%,0,43
2026-04-23,4.125,4.125,4.125,4.125,-0.576,-12.25%,10,43
2026-04-22,4.701,4.701,4.701,4.701,0.176,+3.89%,0,53
2026-04-21,4.525,4.525,4.525,4.525,-1.338,-22.82%,7,53
2026-04-20,5.863,5.863,5.863,5.863,-0.69,-10.53%,7,53
2026-04-17,6.553,6.553,6.553,6.553,1.082,+19.78%,0,53
2026-04-16,5.471,5.471,5.471,5.471,-0.41,-6.97%,0,53
2026-04-15,5.881,5.881,5.881,5.881,-0.222,-3.64%,0,53
2026-04-14,6.103,6.103,6.103,6.103,1.499,+32.56%,0,53
2026-04-13,4.604,4.604,4.604,4.604,-0.695,-13.12%,41,53
2026-04-10,5.299,5.299,5.299,5.299,-0.057,-1.06%,0,12
2026-04-09,5.356,5.356,5.356,5.356,-0.336,-5.90%,10,12
2026-04-08,5.692,5.692,5.692,5.692,0.75,+15.18%,0,2
2026-04-07,4.942,4.942,4.942,4.942,-0.089,-1.77%,0,2
2026-04-06,5.031,5.031,5.031,5.031,-0.6,-10.66%,0,2
2026-04-02,5.631,5.631,5.631,5.631,-0.911,-13.93%,0,2
2026-04-01,6.542,6.542,6.542,6.542,0.137,+2.14%,0,2
2026-03-31,6.405,6.405,6.405,6.405,0.848,+15.26%,0,2
2026-03-30,5.557,5.557,5.557,5.557,0.134,+2.47%,0,2
2026-03-27,5.423,5.423,5.423,5.423,0.829,+18.05%,0,2
2026-03-26,4.594,4.594,4.594,4.594,-1.159,-20.15%,0,2
2026-03-25,5.753,5.753,5.753,5.753,0.814,+16.48%,0,2
2026-03-24,4.939,4.939,4.939,4.939,0.099,+2.05%,0,2
2026-03-23,4.84,4.84,4.84,4.84,0.346,+7.70%,0,2
2026-03-20,4.494,4.494,4.494,4.494,-0.553,-10.96%,0,2
2026-03-19,6.5,6.5,5.047,5.047,-1.832,-26.63%,2,2
2026-03-18,6.879,6.879,6.879,6.879,-1.265,-15.53%,0,0
2026-03-17,8.144,8.144,8.144,8.144,-0.697,-7.88%,0,0
2026-03-16,8.841,8.841,8.841,8.841,-0.49,-5.25%,0,0
2026-03-13,9.331,9.331,9.331,9.331,-2.353,-20.14%,0,0
