Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
2026-06-30,0.375,0.379,0.375,0.379,0.059,+18.44%,16,633
2026-06-29,0.36,0.38,0.32,0.32,-0.094,-22.71%,168,633
2026-06-26,0.414,0.414,0.414,0.414,0.027,+6.98%,71,629
2026-06-25,0.32,0.387,0.32,0.387,0.057,+17.27%,204,559
2026-06-24,0.4,0.4,0.33,0.33,-0.16,-32.65%,2,478
2026-06-23,0.581,0.581,0.49,0.49,-0.303,-38.21%,51,478
2026-06-22,0.915,0.915,0.793,0.793,-0.237,-23.01%,24,428
2026-06-18,1.03,1.03,1.03,1.03,-0.816,-44.20%,15,418
2026-06-17,1.699,1.846,1.699,1.846,0.232,+14.37%,121,415
2026-06-16,1.78,2,1.614,1.614,-0.251,-13.46%,17,349
2026-06-15,2.126,2.136,1.865,1.865,0.162,+9.51%,12,345
2026-06-12,1.555,1.703,1.555,1.703,0.544,+46.94%,92,342
2026-06-11,1.159,1.159,1.159,1.159,-0.129,-10.02%,10,299
2026-06-10,1.3,1.3,1.11,1.288,0.033,+2.63%,21,299
2026-06-09,1.255,1.255,1.255,1.255,-0.447,-26.26%,111,297
2026-06-08,1.714,1.714,1.702,1.702,-0.162,-8.69%,13,273
2026-06-05,2.731,2.731,1.77,1.864,-1.122,-37.58%,40,265
2026-06-04,2.986,2.986,2.986,2.986,-0.18,-5.69%,35,258
2026-06-03,3.166,3.166,3.166,3.166,-0.672,-17.51%,2,248
2026-06-02,3.325,3.838,3.325,3.838,0.069,+1.83%,26,248
2026-06-01,3.769,3.769,3.769,3.769,-0.417,-9.96%,1,248
2026-05-29,4.186,4.186,4.186,4.186,-0.083,-1.94%,0,249
2026-05-28,4.269,4.269,4.269,4.269,0.301,+7.59%,2,249
2026-05-27,3.968,3.968,3.968,3.968,-0.909,-18.64%,0,247
2026-05-26,4.691,4.877,4.691,4.877,-0.003,-0.06%,0,247
2026-05-22,4.88,4.88,4.88,4.88,-0.279,-5.41%,19,247
2026-05-21,5.159,5.159,5.159,5.159,0.242,+4.92%,1,247
2026-05-20,5.344,5.344,4.619,4.917,-0.075,-1.50%,8,246
2026-05-19,4.992,4.992,4.992,4.992,-0.944,-15.90%,0,239
2026-05-18,6.314,6.314,5.936,5.936,-0.472,-7.37%,2,239
2026-05-15,6.408,6.408,6.408,6.408,-3.881,-37.72%,5,239
2026-05-14,10.289,10.289,10.289,10.289,-3.211,-23.79%,1,234
2026-05-13,13.5,13.5,13.5,13.5,2.796,+26.12%,0,234
2026-05-12,10.704,10.704,10.704,10.704,-0.451,-4.04%,5,234
2026-05-11,11.155,11.155,11.155,11.155,3.461,+44.98%,0,232
2026-05-08,7.694,7.694,7.694,7.694,0.293,+3.96%,12,232
2026-05-07,8.7,8.7,7.401,7.401,1.666,+29.05%,20,221
2026-05-06,5.735,5.735,5.735,5.735,1.437,+33.43%,0,201
2026-05-05,4.298,4.298,4.298,4.298,-0.096,-2.18%,0,201
2026-05-04,4.394,4.394,4.394,4.394,-0.981,-18.25%,0,201
2026-05-01,5.375,5.375,5.375,5.375,1.174,+27.95%,0,201
2026-04-30,4.201,4.201,4.201,4.201,0.535,+14.59%,0,201
2026-04-29,3.666,3.666,3.666,3.666,-0.607,-14.21%,0,201
2026-04-28,4.273,4.273,4.273,4.273,-0.973,-18.55%,100,201
2026-04-27,5.246,5.246,5.246,5.246,-0.808,-13.35%,1,101
2026-04-24,6.03,6.054,6.03,6.054,-0.056,-0.92%,1,101
2026-04-23,6.11,6.11,6.11,6.11,-0.899,-12.83%,0,100
2026-04-22,7.009,7.009,7.009,7.009,0.409,+6.20%,0,100
2026-04-21,6.6,6.6,6.6,6.6,-1.824,-21.65%,0,100
2026-04-20,8.424,8.424,8.424,8.424,-0.977,-10.39%,0,100
2026-04-17,9.401,9.401,9.401,9.401,1.449,+18.22%,0,100
2026-04-16,7.952,7.952,7.952,7.952,-0.613,-7.16%,0,100
2026-04-15,8.565,8.565,8.565,8.565,-0.14,-1.61%,0,100
2026-04-14,8.705,8.705,8.705,8.705,1.947,+28.81%,0,100
2026-04-13,6.758,6.758,6.758,6.758,-0.829,-10.93%,0,100
2026-04-10,7.587,7.587,7.587,7.587,-0.036,-0.47%,0,100
2026-04-09,7.623,7.623,7.623,7.623,-0.241,-3.06%,0,100
2026-04-08,7.864,7.864,7.864,7.864,1.048,+15.38%,0,100
2026-04-07,6.816,6.816,6.816,6.816,-0.134,-1.93%,0,100
2026-04-06,6.95,6.95,6.95,6.95,-0.647,-8.52%,0,100
2026-04-02,7.597,7.597,7.597,7.597,-1.274,-14.36%,0,100
2026-04-01,8.871,8.871,8.871,8.871,0.294,+3.43%,0,100
2026-03-31,8.577,8.577,8.577,8.577,1.264,+17.28%,0,100
2026-03-30,7.313,7.313,7.313,7.313,0.144,+2.01%,0,100
2026-03-27,7.169,7.169,7.169,7.169,1.055,+17.26%,0,100
2026-03-26,6.114,6.114,6.114,6.114,-1.537,-20.09%,0,100
2026-03-25,7.651,7.651,7.651,7.651,1.045,+15.82%,0,100
2026-03-24,6.606,6.606,6.606,6.606,0.12,+1.85%,0,100
2026-03-23,6.486,6.486,6.486,6.486,0.361,+5.89%,0,100
2026-03-20,6.125,6.125,6.125,6.125,-0.702,-10.28%,0,100
2026-03-19,6.827,6.827,6.827,6.827,-2.467,-26.54%,0,100
2026-03-18,9.294,9.294,9.294,9.294,-1.53,-14.14%,0,100
2026-03-17,10.824,10.824,10.824,10.824,-0.82,-7.04%,0,100
2026-03-16,11.644,11.644,11.644,11.644,-0.571,-4.67%,0,100
2026-03-13,12.215,12.215,12.215,12.215,-2.637,-17.76%,0,100
2026-03-12,14.852,14.852,14.852,14.852,-0.323,-2.13%,0,100
2026-03-11,15.175,15.175,15.175,15.175,-3.335,-18.02%,0,100
2026-03-10,18.51,18.51,18.51,18.51,3.696,+24.95%,0,100
2026-03-09,14.814,14.814,14.814,14.814,-0.374,-2.46%,0,100
2026-03-06,15.188,15.188,15.188,15.188,1.296,+9.33%,0,100
2026-03-05,13.892,13.892,13.892,13.892,-1.184,-7.85%,100,100
2026-03-04,15.076,15.076,15.076,15.076,-0.343,-2.22%,0,0
2026-03-03,15.419,15.419,15.419,15.419,-3.638,-19.09%,0,0
2026-03-02,19.057,19.057,19.057,19.057,-3.639,-16.03%,0,0
2026-02-27,22.696,22.696,22.696,22.696,4.467,+24.50%,0,0
2026-02-26,18.229,18.229,18.229,18.229,-3.265,-15.19%,0,0
2026-02-25,21.494,21.494,21.494,21.494,1.345,+6.68%,0,0
2026-02-24,20.149,20.149,20.149,20.149,0.359,+1.81%,0,0
2026-02-23,19.79,19.79,19.79,19.79,4.632,+30.56%,0,0
2026-02-20,15.158,15.158,15.158,15.158,3.972,+35.51%,0,0
2026-02-19,11.186,11.186,11.186,11.186,0.256,+2.34%,0,0
2026-02-18,10.93,10.93,10.93,10.93,2.427,+28.54%,0,0
2026-02-17,8.503,8.503,8.503,8.503,-1.867,-18.00%,0,0
2026-02-13,10.37,10.37,10.37,10.37,0.064,+0.62%,0,0
2026-02-12,10.306,10.306,10.306,10.306,-5.319,-34.04%,0,0
2026-02-11,15.625,15.625,15.625,15.625,2.052,+15.12%,0,0
2026-02-10,13.573,13.573,13.573,13.573,-2.054,-13.14%,0,0
2026-02-09,15.627,15.627,15.627,15.627,3.042,+24.17%,0,0
2026-02-06,12.585,12.585,12.585,12.585,1.685,+15.46%,0,0
2026-02-05,10.9,10.9,10.9,10.9,-5.686,-34.28%,0,0
2026-02-04,16.586,16.586,16.586,16.586,0.636,+3.99%,0,0
2026-02-03,15.95,15.95,15.95,15.95,4.471,+38.95%,0,0
2026-02-02,11.479,11.479,11.479,11.479,-3.636,-24.06%,0,0
