Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
2026-06-30,1.3,1.3,0.9,1.1,0.1,+10.00%,10,2497
2026-06-29,1.1,1.1,1,1,-0.4,-28.57%,17,2498
2026-06-26,1.4,1.4,1.4,1.4,0.1,+7.69%,1,2515
2026-06-25,1.3,1.3,1.3,1.3,-0.2,-13.33%,5,2515
2026-06-24,1.5,1.5,1.4,1.5,-0.1,-6.25%,8,2520
2026-06-23,2,2,1.6,1.6,-0.3,-15.79%,5,2524
2026-06-22,2,2,1.9,1.9,-0.7,-26.92%,169,2524
2026-06-18,2.7,2.7,2.6,2.6,-1.2,-31.58%,1,2538
2026-06-17,3.6,3.9,3.2,3.8,0.2,+5.56%,86,2537
2026-06-16,3.6,3.6,3.6,3.6,-0.4,-10.00%,22,2537
2026-06-15,4,4.2,4,4,0.9,+29.03%,500,2559
2026-06-12,3.2,3.2,3.1,3.1,0.7,+29.17%,151,2527
2026-06-11,3,3,2.4,2.4,-1.,-29.41%,21,2530
2026-06-10,3.6,3.6,3.2,3.4,-0.6,-15.00%,91,2535
2026-06-09,4.3,4.3,4,4,-0.5,-11.11%,77,2493
2026-06-08,4.5,4.5,4.5,4.5,-0.4,-8.16%,0,2487
2026-06-05,6.9,6.9,4.9,4.9,-2.1,-30.00%,4,2487
2026-06-04,6.8,7.8,6.8,7,0.3,+4.48%,258,2489
2026-06-03,6.5,6.7,6.5,6.7,-1.6,-19.28%,86,2649
2026-06-02,10.1,10.1,8.3,8.3,-1.2,-12.63%,208,2577
2026-06-01,12.1,12.1,9.5,9.5,-3.3,-25.78%,79,2488
2026-05-29,13.8,13.8,12.8,12.8,3.1,+31.96%,237,2427
2026-05-28,6.9,9.7,6.9,9.7,2.6,+36.62%,39,2408
2026-05-27,7.1,7.1,7.1,7.1,-2.9,-29.00%,10,2398
2026-05-26,10,10,10,10,-1.7,-14.53%,5,2395
2026-05-22,11.7,11.7,11.7,11.7,-2.3,-16.43%,1,2395
2026-05-21,14,14,14,14,-1.2,-7.89%,27,2395
2026-05-20,14.6,15.2,14.6,15.2,-0.9,-5.59%,27,2395
2026-05-19,16.1,16.1,16.1,16.1,-3.5,-17.86%,9,2411
2026-05-18,21.5,21.8,19.6,19.6,-0.9,-4.39%,390,2405
2026-05-15,31.1,31.1,20,20.5,-12.1,-37.12%,154,2622
2026-05-14,32.6,32.6,32.6,32.6,-6.2,-15.98%,128,2633
2026-05-13,39,40,38.8,38.8,0.8,+2.11%,202,2591
2026-05-12,38,38,38,38,-6.4,-14.41%,14,2542
2026-05-11,44.6,45,44.4,44.4,1,+2.30%,2,2542
2026-05-08,44,44,43.4,43.4,0.1,+0.23%,3,2563
2026-05-07,51.6,53,43.3,43.3,6.2,+16.71%,601,2537
2026-05-06,28.7,40.4,28.7,37.1,10,+36.90%,71,2147
2026-05-05,27.1,27.1,27.1,27.1,0.6,+2.26%,2,2115
2026-05-04,30,30,26.5,26.5,-9.7,-26.80%,4,2117
2026-05-01,31.9,36.2,31.9,36.2,2.7,+8.06%,163,2114
2026-04-30,35.1,35.1,33.5,33.5,6.5,+24.07%,176,2271
2026-04-29,27,27,27,27,-1.7,-5.92%,1,2124
2026-04-28,27.8,28.7,27.8,28.7,-8.9,-23.67%,9,2123
2026-04-27,37.6,37.6,37.6,37.6,-10.4,-21.67%,25,2114
2026-04-24,48,48,48,48,-1.9,-3.81%,25,2114
2026-04-23,55.4,55.4,47,49.9,-5.7,-10.25%,9,2122
2026-04-22,55.6,55.6,55.6,55.6,-2.9,-4.96%,119,2116
2026-04-21,78.1,78.1,58.5,58.5,-19.1,-24.61%,7,2049
2026-04-20,77.6,80,77.6,77.6,-15.,-16.20%,2,2049
2026-04-17,92.6,92.6,92.6,92.6,13.2,+16.62%,0,2048
2026-04-16,79.4,79.4,79.4,79.4,-10.2,-11.38%,3351,2048
2026-04-15,102,102,89.6,89.6,-9.5,-9.59%,3351,2048
2026-04-14,99.1,99.1,99.1,99.1,18.4,+22.80%,12,3742
2026-04-13,80.7,80.7,80.7,80.7,-7.3,-8.30%,73,3737
2026-04-10,88,88,88,88,-14.7,-14.31%,0,3756
2026-04-09,102.7,102.7,102.7,102.7,-2.,-1.91%,0,3756
2026-04-08,104.7,104.7,104.7,104.7,8,+8.27%,0,3756
2026-04-07,96.7,96.7,96.7,96.7,-5.8,-5.66%,0,3756
2026-04-06,102.5,102.5,102.5,102.5,-6.6,-6.05%,0,3756
2026-04-02,109.1,109.1,109.1,109.1,-25.,-18.64%,0,3756
2026-04-01,134.1,134.1,134.1,134.1,22.1,+19.73%,0,3756
2026-03-31,112,112,112,112,11.2,+11.11%,50,3756
2026-03-30,100.8,100.8,100.8,100.8,5.1,+5.33%,0,3794
2026-03-27,95.7,95.7,95.7,95.7,19.2,+25.10%,0,3794
2026-03-26,76.5,76.5,76.5,76.5,-24.,-23.88%,222,3794
2026-03-25,100.5,100.5,100.5,100.5,21.7,+27.54%,3200,3854
2026-03-24,78.8,78.8,78.8,78.8,4.1,+5.49%,0,826
2026-03-23,74.7,74.7,74.7,74.7,-6.1,-7.55%,0,826
2026-03-20,80.8,80.8,80.8,80.8,-6.6,-7.55%,0,826
2026-03-19,87.4,87.4,87.4,87.4,-58.8,-40.22%,0,826
2026-03-18,146.2,146.2,146.2,146.2,-35.8,-19.67%,0,826
2026-03-17,182,182,182,182,-15.,-7.61%,1,826
2026-03-16,210,210,197,197,-29.2,-12.91%,6,827
2026-03-13,227,227,226.2,226.2,-21.7,-8.75%,1,833
2026-03-12,260,260,247.9,247.9,-32.2,-11.50%,6,832
2026-03-11,278.6,280.1,278.6,280.1,-33.3,-10.63%,20,826
2026-03-10,313.4,313.4,313.4,313.4,53.6,+20.63%,0,836
2026-03-09,259.8,259.8,259.8,259.8,-28.2,-9.79%,0,836
2026-03-06,288,288,288,288,35.2,+13.92%,0,836
2026-03-05,252.8,252.8,252.8,252.8,-31.3,-11.02%,0,836
2026-03-04,284.1,284.1,284.1,284.1,-3.4,-1.18%,0,836
2026-03-03,287.5,287.5,287.5,287.5,-75.2,-20.73%,1,836
2026-03-02,362.7,362.7,362.7,362.7,29.8,+8.95%,104,836
2026-02-27,332.9,332.9,332.9,332.9,27.5,+9.00%,10,809
2026-02-26,305.4,305.4,305.4,305.4,-33.9,-9.99%,0,799
2026-02-25,319,340,319,339.3,20.3,+6.36%,4,799
2026-02-24,319,319,319,319,-34.2,-9.68%,0,802
2026-02-23,339.2,353.2,339.2,353.2,83.6,+31.01%,52,802
2026-02-20,269.6,269.6,269.6,269.6,45.7,+20.41%,0,752
2026-02-19,223.9,223.9,223.9,223.9,-7.,-3.03%,0,752
2026-02-18,230.9,230.9,230.9,230.9,58.1,+33.62%,0,752
2026-02-17,172.8,172.8,172.8,172.8,-59.5,-25.61%,0,752
2026-02-13,232.3,232.3,232.3,232.3,31.1,+15.46%,0,752
2026-02-12,245,245,201.2,201.2,-59.7,-22.88%,4,752
2026-02-11,260.9,260.9,260.9,260.9,31.3,+13.63%,100,748
2026-02-10,229.6,229.6,229.6,229.6,-39.9,-14.81%,0,698
2026-02-09,269.5,269.5,269.5,269.5,30.9,+12.95%,0,698
2026-02-06,238.6,238.6,238.6,238.6,29.9,+14.33%,0,698
2026-02-05,208.7,208.7,208.7,208.7,-34.2,-14.08%,0,698
2026-02-04,242.9,242.9,242.9,242.9,-6.7,-2.68%,0,698
2026-02-03,249.6,249.6,249.6,249.6,110.2,+79.05%,0,698
2026-02-02,139.4,139.4,139.4,139.4,-32.5,-18.91%,0,698
2026-01-30,171.9,171.9,171.9,171.9,-295.,-63.18%,25,698
2026-01-29,466.9,466.9,466.9,466.9,49.7,+11.91%,102,723
2026-01-28,417.2,417.2,417.2,417.2,144.3,+52.88%,75,806
2026-01-27,272.9,272.9,272.9,272.9,-24.6,-8.27%,350,781
2026-01-26,297.5,297.5,297.5,297.5,69,+30.20%,130,431
2026-01-23,228.5,228.5,228.5,228.5,31.6,+16.05%,27,351
2026-01-22,196.9,196.9,196.9,196.9,28.1,+16.65%,0,324
2026-01-21,168.8,168.8,168.8,168.8,29.1,+20.83%,0,324
2026-01-20,139.7,139.7,139.7,139.7,47.9,+52.18%,51,324
2026-01-16,91.8,91.8,91.8,91.8,-3.2,-3.37%,0,279
2026-01-15,95,95,95,95,-9.6,-9.18%,0,279
2026-01-14,104.6,104.6,104.6,104.6,3.4,+3.36%,270,279
2026-01-13,101.2,101.2,101.2,101.2,-9.,-8.17%,0,50
2026-01-12,110.2,110.2,110.2,110.2,27.5,+33.25%,0,50
2026-01-09,82.7,82.7,82.7,82.7,7.5,+9.97%,0,50
2026-01-08,75.2,75.2,75.2,75.2,-2.,-2.59%,50,50
2026-01-07,77.2,77.2,77.2,77.2,-7.,-8.31%,50,50
2026-01-06,84.2,84.2,84.2,84.2,9.2,+12.27%,50,50
2026-01-05,75,75,75,75,21.1,+39.15%,0,4
2026-01-02,53.9,53.9,53.9,53.9,-2.4,-4.26%,0,4
2025-12-31,56.3,56.3,56.3,56.3,-10.6,-15.84%,0,4
2025-12-30,66.9,66.9,66.9,66.9,6.8,+11.31%,0,4
2025-12-29,60.1,60.1,60.1,60.1,-40.5,-40.26%,0,4
2025-12-26,100.6,100.6,100.6,100.6,18.4,+22.38%,0,4
2025-12-24,82.2,82.2,82.2,82.2,-5.3,-6.06%,0,4
