Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
2026-06-10,1.6,1.63,1.5,1.5,-0.27,-15.25%,4,0
2026-06-09,1.85,1.85,1.76,1.77,-0.637,-26.46%,44,315
2026-06-08,2.423,2.423,2.407,2.407,-0.207,-7.92%,83,293
2026-06-05,2.31,2.614,2.31,2.614,-1.472,-36.03%,94,308
2026-06-04,4.21,4.3,4.086,4.086,-0.218,-5.07%,63,297
2026-06-03,4.304,4.304,4.304,4.304,-0.846,-16.43%,4,261
2026-06-02,5.02,5.15,5.02,5.15,0.082,+1.62%,2,257
2026-06-01,5.068,5.068,5.068,5.068,-0.506,-9.08%,7,257
2026-05-29,5.574,5.574,5.574,5.574,-0.071,-1.26%,6,260
2026-05-28,5.098,5.8,4.86,5.645,0.408,+7.79%,15,258
2026-05-27,5.1,5.237,5.1,5.237,-1.029,-16.42%,26,247
2026-05-26,5.95,6.5,5.95,6.266,0.025,+0.40%,24,222
2026-05-22,6.241,6.241,6.241,6.241,-0.307,-4.69%,0,202
2026-05-21,6.548,6.548,6.548,6.548,0.271,+4.32%,1,202
2026-05-20,6.277,6.277,6.277,6.277,-0.096,-1.51%,1,202
2026-05-19,6.373,6.373,6.373,6.373,-1.224,-16.11%,5,201
2026-05-18,8,8,7.597,7.597,-0.411,-5.13%,167,196
2026-05-15,11.7,11.7,8.008,8.008,-4.546,-36.21%,22,269
2026-05-14,12.554,12.554,12.554,12.554,-3.476,-21.68%,0,268
2026-05-13,16.03,16.03,16.03,16.03,3.042,+23.42%,2,268
2026-05-12,12.988,12.988,12.988,12.988,-0.432,-3.22%,0,268
2026-05-11,13.42,13.42,13.42,13.42,3.91,+41.11%,0,268
2026-05-08,9.51,9.51,9.51,9.51,0.353,+3.85%,0,268
2026-05-07,9.157,9.157,9.157,9.157,1.954,+27.13%,120,268
2026-05-06,7.5,7.5,7.203,7.203,1.765,+32.46%,43,148
2026-05-05,5.438,5.438,5.438,5.438,-0.104,-1.88%,0,108
2026-05-04,5.542,5.542,5.542,5.542,-1.239,-18.27%,0,108
2026-05-01,6.781,6.781,6.781,6.781,1.269,+23.02%,0,108
2026-04-30,5.5,5.512,5.5,5.512,0.751,+15.77%,4,108
2026-04-29,5.2,5.2,4.761,4.761,-0.777,-14.03%,6,105
2026-04-28,5.538,5.538,5.538,5.538,-1.158,-17.29%,0,101
2026-04-27,6.696,6.696,6.696,6.696,-0.953,-12.46%,0,101
2026-04-24,7.649,7.649,7.649,7.649,0.085,+1.12%,0,101
2026-04-23,7.564,7.564,7.564,7.564,-1.13,-13.00%,0,101
2026-04-22,8.694,8.694,8.694,8.694,0.584,+7.20%,0,101
2026-04-21,8.11,8.11,8.11,8.11,-2.125,-20.76%,0,101
2026-04-20,10.235,10.235,10.235,10.235,-1.196,-10.46%,4,101
2026-04-17,11.431,11.431,11.431,11.431,1.706,+17.54%,4,101
2026-04-16,9.725,9.725,9.725,9.725,-0.783,-7.45%,0,105
2026-04-15,10.508,10.508,10.508,10.508,-0.029,-0.28%,0,105
2026-04-14,10.537,10.537,10.537,10.537,2.214,+26.60%,4,105
2026-04-13,8.323,8.323,8.323,8.323,-0.87,-9.46%,0,105
2026-04-10,9.193,9.193,9.193,9.193,-0.029,-0.31%,0,105
2026-04-09,9.222,9.222,9.222,9.222,-0.116,-1.24%,0,105
2026-04-08,9.338,9.338,9.338,9.338,1.238,+15.28%,0,105
2026-04-07,8.1,8.1,8.1,8.1,-0.181,-2.19%,0,105
2026-04-06,8.281,8.281,8.281,8.281,-0.64,-7.17%,0,105
2026-04-02,8.921,8.921,8.921,8.921,-1.527,-14.62%,0,105
2026-04-01,10.448,10.448,10.448,10.448,0.417,+4.16%,0,105
2026-03-31,10.031,10.031,10.031,10.031,1.557,+18.37%,0,105
2026-03-30,8.474,8.474,8.474,8.474,0.145,+1.74%,0,105
2026-03-27,8.329,8.329,8.329,8.329,1.203,+16.88%,0,105
2026-03-26,7.126,7.126,7.126,7.126,-1.781,-20.00%,0,105
2026-03-25,8.907,8.907,8.907,8.907,1.176,+15.21%,0,105
2026-03-24,7.731,7.731,7.731,7.731,0.13,+1.71%,0,105
2026-03-23,7.601,7.601,7.601,7.601,0.363,+5.02%,0,105
2026-03-20,7.238,7.238,7.238,7.238,-0.784,-9.77%,0,105
2026-03-19,8.022,8.022,8.022,8.022,-2.878,-26.40%,1,105
2026-03-18,10.9,10.9,10.9,10.9,-1.687,-13.40%,0,105
2026-03-17,12.587,12.587,12.587,12.587,-0.885,-6.57%,0,105
2026-03-16,13.472,13.472,13.472,13.472,-0.627,-4.45%,0,105
2026-03-13,14.099,14.099,14.099,14.099,-2.781,-16.48%,0,105
2026-03-12,16.88,16.88,16.88,16.88,-0.323,-1.88%,0,105
2026-03-11,17.203,17.203,17.203,17.203,-3.544,-17.08%,0,105
2026-03-10,20.747,20.747,20.747,20.747,4.001,+23.89%,0,105
2026-03-09,16.746,16.746,16.746,16.746,-0.363,-2.12%,0,105
2026-03-06,17.109,17.109,17.109,17.109,1.404,+8.94%,0,105
2026-03-05,15.705,15.705,15.705,15.705,-1.231,-7.27%,0,105
2026-03-04,16.936,16.936,16.936,16.936,-0.359,-2.08%,0,105
2026-03-03,17.295,17.295,17.295,17.295,-3.818,-18.08%,0,105
2026-03-02,21.113,21.113,21.113,21.113,-3.805,-15.27%,0,105
2026-02-27,24.918,24.918,24.918,24.918,4.63,+22.82%,0,105
2026-02-26,20.288,20.288,20.288,20.288,-3.379,-14.28%,0,105
2026-02-25,23.667,23.667,23.667,23.667,1.59,+7.20%,0,105
2026-02-24,22.077,22.077,22.077,22.077,0.378,+1.74%,0,105
2026-02-23,21.699,21.699,21.699,21.699,4.706,+27.69%,0,105
2026-02-20,16.993,16.993,16.993,16.993,4.265,+33.51%,0,105
2026-02-19,12.728,12.728,12.728,12.728,0.296,+2.38%,0,105
2026-02-18,12.432,12.432,12.432,12.432,2.54,+25.68%,0,105
2026-02-17,9.892,9.892,9.892,9.892,-2.131,-17.72%,0,105
2026-02-13,12.023,12.023,12.023,12.023,0.278,+2.37%,0,105
2026-02-12,11.745,11.745,11.745,11.745,-5.793,-33.03%,0,105
2026-02-11,17.538,17.538,17.538,17.538,2.252,+14.73%,0,105
2026-02-10,15.286,15.286,15.286,15.286,-2.194,-12.55%,0,105
2026-02-09,17.48,17.48,17.48,17.48,3.354,+23.74%,0,105
2026-02-06,14.126,14.126,14.126,14.126,1.729,+13.95%,1,105
2026-02-05,12.397,12.397,12.397,12.397,-6.092,-32.95%,0,105
2026-02-04,18.489,18.489,18.489,18.489,0.804,+4.55%,0,105
2026-02-03,17.685,17.685,17.685,17.685,4.983,+39.23%,0,105
2026-02-02,12.702,12.702,12.702,12.702,-4.176,-24.74%,0,105
2026-01-30,16.878,16.878,16.878,16.878,-26.726,-61.29%,0,105
2026-01-29,43.604,43.604,43.604,43.604,1.678,+4.00%,0,105
2026-01-28,41.926,41.926,41.926,41.926,7.416,+21.49%,0,105
2026-01-27,34.51,34.51,34.51,34.51,-14.913,-30.17%,0,105
2026-01-26,49.423,49.423,49.423,49.423,19.734,+66.47%,0,105
2026-01-23,29.689,29.689,29.689,29.689,4.176,+16.37%,0,105
2026-01-22,25.513,25.513,25.513,25.513,2.345,+10.12%,0,105
2026-01-21,23.168,23.168,23.168,23.168,-1.493,-6.05%,0,105
2026-01-20,24.661,24.661,24.661,24.661,4.468,+22.13%,0,105
2026-01-16,20.193,20.193,20.193,20.193,-2.832,-12.30%,0,105
2026-01-15,23.025,23.025,23.025,23.025,0.858,+3.87%,0,105
2026-01-14,22.167,22.167,22.167,22.167,4.62,+26.33%,0,105
2026-01-13,17.547,17.547,17.547,17.547,0.826,+4.94%,0,105
