Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
2026-06-09,1.36,1.36,1.359,1.359,-0.126,-8.48%,3,0
2026-06-08,1.485,1.485,1.485,1.485,-0.069,-4.44%,128,1130
2026-06-05,2.48,2.48,1.36,1.554,-1.282,-45.20%,713,1220
2026-06-04,2.915,2.915,2.836,2.836,-0.072,-2.48%,226,706
2026-06-03,2.921,2.921,2.908,2.908,-0.89,-23.43%,142,844
2026-06-02,4.2,4.2,3.798,3.798,0.008,+0.21%,150,744
2026-06-01,4,4,3.79,3.79,-0.394,-9.42%,2,609
2026-05-29,4.18,4.184,4.172,4.184,-0.127,-2.95%,31,609
2026-05-28,3.79,4.311,2.99,4.311,0.379,+9.64%,23,607
2026-05-27,5.22,5.22,3.805,3.932,-0.914,-18.86%,43,589
2026-05-26,5.5,5.7,4.8,4.846,-0.078,-1.58%,21,573
2026-05-22,5.558,5.65,4.672,4.924,-0.528,-9.68%,37,567
2026-05-21,5.11,5.452,4.686,5.452,0.297,+5.76%,81,550
2026-05-20,4.888,5.368,4.888,5.155,0.122,+2.42%,80,470
2026-05-19,5.033,5.033,5.033,5.033,-1.329,-20.89%,66,392
2026-05-18,6.607,6.607,6.362,6.362,-0.154,-2.36%,251,339
2026-05-15,6.6,6.6,6.066,6.516,-4.643,-41.61%,76,105
2026-05-14,11.159,11.159,11.159,11.159,-3.478,-23.76%,1,48
2026-05-13,14.637,14.637,14.637,14.637,3.014,+25.93%,4,49
2026-05-12,10.75,13.15,10.75,11.623,-0.53,-4.36%,3,52
2026-05-11,12.708,12.708,12.153,12.153,3.823,+45.89%,2,51
2026-05-08,8.33,8.33,8.33,8.33,0.311,+3.88%,0,51
2026-05-07,8.019,8.019,8.019,8.019,1.875,+30.52%,23,51
2026-05-06,6.377,6.377,6.144,6.144,1.671,+37.36%,3,38
2026-05-05,4.473,4.473,4.473,4.473,-0.056,-1.24%,0,36
2026-05-04,4.85,4.85,4.529,4.529,-1.132,-20.00%,13,36
2026-05-01,5.661,5.661,5.661,5.661,1.135,+25.08%,4,36
2026-04-30,4.526,4.526,4.526,4.526,0.697,+18.20%,0,35
2026-04-29,3.829,3.829,3.829,3.829,-0.742,-16.23%,0,35
2026-04-28,4.571,4.571,4.571,4.571,-1.04,-18.54%,0,35
2026-04-27,5.672,5.672,5.611,5.611,-0.933,-14.26%,16,35
2026-04-24,6.544,6.544,6.544,6.544,0.071,+1.10%,1,20
2026-04-23,6.473,6.473,6.473,6.473,-1.095,-14.47%,0,19
2026-04-22,7.579,7.579,7.568,7.568,0.547,+7.79%,2,19
2026-04-21,7.291,7.291,6.987,7.021,-2.101,-23.03%,10,21
2026-04-20,9.122,9.122,9.122,9.122,-1.149,-11.19%,0,12
2026-04-17,10.271,10.271,10.271,10.271,1.684,+19.61%,0,12
2026-04-16,8.587,8.587,8.587,8.587,-0.909,-9.57%,0,12
2026-04-15,9.496,9.496,9.496,9.496,0.021,+0.22%,0,12
2026-04-14,9.475,9.475,9.475,9.475,2.119,+28.81%,0,12
2026-04-13,7.356,7.356,7.356,7.356,-0.763,-9.40%,0,12
2026-04-10,8.119,8.119,8.119,8.119,-0.093,-1.13%,0,12
2026-04-09,8.212,8.212,8.212,8.212,-0.125,-1.50%,0,12
2026-04-08,8.337,8.337,8.337,8.337,1.217,+17.09%,0,12
2026-04-07,7.12,7.12,7.12,7.12,-0.213,-2.90%,0,12
2026-04-06,7.335,7.335,7.333,7.333,-0.598,-7.54%,0,12
2026-04-02,7.931,7.931,7.931,7.931,-1.463,-15.57%,0,12
2026-04-01,9.394,9.394,9.394,9.394,0.035,+0.37%,0,12
2026-03-31,9.359,9.359,9.359,9.359,1.806,+23.91%,1,12
2026-03-30,7.553,7.553,7.553,7.553,0.15,+2.03%,0,11
2026-03-27,7.403,7.403,7.403,7.403,1.197,+19.29%,0,11
2026-03-26,6.206,6.206,6.206,6.206,-1.757,-22.06%,0,11
2026-03-25,7.963,7.963,7.963,7.963,1.134,+16.61%,0,11
2026-03-24,6.829,6.829,6.829,6.829,0.138,+2.06%,0,11
2026-03-23,6.691,6.691,6.691,6.691,0.326,+5.12%,0,11
2026-03-20,6.365,6.365,6.365,6.365,-0.766,-10.74%,0,11
2026-03-19,7.131,7.131,7.131,7.131,-2.771,-27.98%,0,11
2026-03-18,9.902,9.902,9.902,9.902,-1.663,-14.38%,0,11
2026-03-17,11.565,11.565,11.565,11.565,-1.078,-8.53%,0,11
2026-03-16,12.643,12.643,12.643,12.643,-0.476,-3.63%,0,11
2026-03-13,13.119,13.119,13.119,13.119,-2.779,-17.48%,0,11
2026-03-12,15.898,15.898,15.898,15.898,-0.321,-1.98%,0,11
2026-03-11,16.219,16.219,16.219,16.219,-3.576,-18.07%,0,11
2026-03-10,19.795,19.795,19.795,19.795,4.067,+25.86%,0,11
2026-03-09,15.728,15.728,15.728,15.728,-0.394,-2.44%,0,11
2026-03-06,16.122,16.122,16.122,16.122,1.439,+9.80%,0,11
2026-03-05,14.683,14.683,14.683,14.683,-1.273,-7.98%,0,11
2026-03-04,15.956,15.956,15.956,15.956,-0.28,-1.72%,0,11
2026-03-03,16.236,16.236,16.236,16.236,-3.857,-19.20%,0,11
2026-03-02,20.093,20.093,20.093,20.093,-3.932,-16.37%,0,11
2026-02-27,24.025,24.025,24.025,24.025,4.669,+24.12%,0,11
2026-02-26,19.356,19.356,19.356,19.356,-3.432,-15.06%,0,11
2026-02-25,22.788,22.788,22.788,22.788,1.673,+7.92%,0,11
2026-02-24,21.115,21.115,21.115,21.115,0.333,+1.60%,0,11
2026-02-23,20.782,20.782,20.782,20.782,4.681,+29.07%,0,11
2026-02-20,16.101,16.101,16.101,16.101,4.165,+34.89%,0,11
2026-02-19,11.936,11.936,11.936,11.936,0.277,+2.38%,0,11
2026-02-18,11.659,11.659,11.659,11.659,2.516,+27.52%,0,11
2026-02-17,9.143,9.143,9.143,9.143,-2.133,-18.92%,0,11
2026-02-13,11.276,11.276,11.276,11.276,0.25,+2.27%,0,11
2026-02-12,11.026,11.026,11.026,11.026,-6.024,-35.33%,0,11
2026-02-11,17.05,17.05,17.05,17.05,2.417,+16.52%,0,11
2026-02-10,14.633,14.633,14.633,14.633,-2.188,-13.01%,0,11
2026-02-09,16.821,16.821,16.821,16.821,3.313,+24.53%,0,11
2026-02-06,13.508,13.508,13.508,13.508,1.648,+13.90%,0,11
2026-02-05,10.5,11.86,10.251,11.86,-5.982,-33.53%,11,11
2026-02-04,17.842,17.842,17.842,17.842,0.832,+4.89%,0,0
2026-02-03,17.01,17.01,17.01,17.01,4.743,+38.66%,0,0
2026-02-02,11.691,12.267,11.691,12.267,-3.849,-23.88%,0,0
2026-01-30,16.116,16.116,16.116,16.116,-26.83,-62.47%,0,0
2026-01-29,42.946,42.946,42.946,42.946,1.567,+3.79%,0,0
2026-01-28,41.379,41.379,41.379,41.379,7.365,+21.65%,0,0
2026-01-27,34.014,34.014,34.014,34.014,-12.879,-27.46%,0,0
2026-01-26,46.893,46.893,46.893,46.893,17.753,+60.92%,0,0
2026-01-23,29.14,29.14,29.14,29.14,4.244,+17.05%,0,0
2026-01-22,24.896,24.896,24.896,24.896,2.366,+10.50%,0,0
2026-01-21,22.53,22.53,22.53,22.53,-1.505,-6.26%,0,0
2026-01-20,24.035,24.035,24.035,24.035,4.746,+24.60%,0,0
2026-01-16,19.289,19.289,19.289,19.289,-2.729,-12.39%,0,0
2026-01-15,22.018,22.018,22.018,22.018,0.407,+1.88%,0,0
2026-01-14,21.611,21.611,21.611,21.611,4.682,+27.66%,0,0
2026-01-13,16.929,16.929,16.929,16.929,0.826,+5.13%,0,0
2026-01-12,16.103,16.103,16.103,16.103,3.532,+28.10%,0,0
2026-01-09,12.571,12.571,12.571,12.571,2.863,+29.49%,0,0
2026-01-08,9.708,9.708,9.708,9.708,-1.405,-12.64%,0,0
2026-01-07,11.113,11.113,11.113,11.113,-3.199,-22.35%,0,0
2026-01-06,14.312,14.312,14.312,14.312,2.55,+21.68%,0,0
2026-01-05,11.762,11.762,11.762,11.762,3.822,+48.14%,0,0
2026-01-02,7.94,7.94,7.94,7.94,0.285,+3.72%,0,0
2025-12-31,7.655,7.655,7.655,7.655,-4.527,-37.16%,0,0
2025-12-30,12.182,12.182,12.182,12.182,3.772,+44.85%,0,0
2025-12-29,8.41,8.41,8.41,8.41,-3.572,-29.81%,0,0
2025-12-26,11.982,11.982,11.982,11.982,3.993,+49.98%,0,0
2025-12-24,7.989,7.989,7.989,7.989,0.512,+6.85%,0,0
2025-12-23,7.477,7.477,7.477,7.477,1.51,+25.31%,0,0
2025-12-22,5.967,5.967,5.967,5.967,0.468,+8.51%,0,0
2025-12-19,5.499,5.499,5.499,5.499,1.019,+22.75%,0,0
2025-12-18,4.48,4.48,4.48,4.48,-0.865,-16.18%,0,0
2025-12-17,5.345,5.345,5.345,5.345,1.609,+43.07%,0,0
2025-12-16,3.736,3.736,3.736,3.736,-0.332,-8.16%,0,0
2025-12-15,4.068,4.068,4.068,4.068,0.547,+15.54%,0,0
2025-12-12,3.521,3.521,3.521,3.521,-0.987,-21.89%,0,0
2025-12-11,4.508,4.508,4.508,4.508,0.899,+24.91%,0,0
2025-12-10,3.609,3.609,3.609,3.609,-0.066,-1.80%,0,0
2025-12-09,3.675,3.675,3.675,3.675,1.037,+39.31%,0,0
2025-12-08,2.638,2.638,2.638,2.638,-0.46,-14.85%,0,0
2025-12-05,3.098,3.098,3.098,3.098,0.525,+20.40%,0,0
2025-12-04,2.573,2.573,2.573,2.573,-0.673,-20.73%,0,0
2025-12-03,3.246,3.246,3.246,3.246,-0.178,-5.20%,0,0
"Downloaded from Barchart.com as of 06-09-2026 06:58am CDT"
